Organization Type**Supports the college access and success sector,Organization Type**Direct service,Survey number,Organization number,Response ID,Phone,Email,Organization name,Program Name,Program description,Address - Line 1,Address - Line 2,Address - City,Address - State,Address - Postal code,Boroughs Served**Brooklyn,Boroughs Served**Bronx,Boroughs Served**Manhattan,Boroughs Served**Queens,Boroughs Served**Staten Island,Neighborhoods**Brooklyn - Bay Ridge,Neighborhoods**Brooklyn - Bedford Stuyvesant,Neighborhoods**Brooklyn - Bensonhurst,Neighborhoods**Brooklyn - Borough Park,Neighborhoods**Brooklyn - Brownsville,Neighborhoods**Brooklyn - Bushwick,Neighborhoods**Brooklyn - Canarsie,Neighborhoods**Brooklyn - Coney Island,Neighborhoods**Brooklyn - Crown Heights North,Neighborhoods**Brooklyn - Crown Heights South,Neighborhoods**Brooklyn - East Flatbush,Neighborhoods**Brooklyn - East New York,Neighborhoods**Brooklyn - Flatbush/Midwood,Neighborhoods**Brooklyn - Fort Greene/Brooklyn Heights,Neighborhoods**Brooklyn - Park Slope,Neighborhoods**Brooklyn - Sheepshead Bay,Neighborhoods**Brooklyn - Sunset Park,Neighborhoods**Brooklyn - Williamsburg/Greenpoint,Neighborhoods**Bronx - Bedford Park,Neighborhoods**Bronx - Concourse/Highbridge,Neighborhoods**Bronx - East Tremont,Neighborhoods**Bronx - Hunts Point,Neighborhoods**Bronx - Morrisania,Neighborhoods**Bronx - Mott Haven,Neighborhoods**Bronx - Pelham Parkway,Neighborhoods**Bronx - Riverdale,Neighborhoods**Bronx - Throgs Neck,Neighborhoods**Bronx - Unionport/Soundview,Neighborhoods**Bronx - University Heights,Neighborhoods**Bronx - Williamsbridge,Neighborhoods**Manhattan - Battery Park/Tribeca,Neighborhoods**Manhattan - Central Harlem,Neighborhoods**Manhattan - Chelsea/Clinton,Neighborhoods**Manhattan - East Harlem,Neighborhoods**Manhattan - Greenwich Village,Neighborhoods**Manhattan - Lower East Side,Neighborhoods**Manhattan - Manhattanville,Neighborhoods**Manhattan - Midtown Business District,Neighborhoods**Manhattan - Murray Hill/Stuyvesant,Neighborhoods**Manhattan - Upper East Side,Neighborhoods**Manhattan - Upper West Side,Neighborhoods**Manhattan - Washington Heights,Neighborhoods**Queens - Astoria,Neighborhoods**Queens - Bayside,Neighborhoods**Queens - Elmhurst/Corona,Neighborhoods**Queens - Flushing,Neighborhoods**Queens - Fresh Meadows/Briarwood,Neighborhoods**Queens - Howard Beach,Neighborhoods**Queens - Jackson Heights,Neighborhoods**Queens - Jamaica/St. Albans,Neighborhoods**Queens - Queens Village,Neighborhoods**Queens - Rego Park/Forest Hills,Neighborhoods**Queens - Ridgewood/Glendale,Neighborhoods**Queens - Sunnyside/Woodside,Neighborhoods**Queens - The Rockaways,Neighborhoods**Queens - Woodhaven,Neighborhoods**Staten Island - South Beach,Neighborhoods**Staten Island - St. George,Neighborhoods**Staten Island - Tottenville,Education Levels Served**Elementary school (K-5),Education Levels Served**Middle school (6-8),Education Levels Served**High school (9-12),Education Levels Served**Post-secondary school,Education Levels Served**Adult learners and High School Equivalency,Targeted Populations Served**Academic performance level-Low,Targeted Populations Served**Academic performance level-Average,Targeted Populations Served**Academic performance level-High,Targeted Populations Served**English language learners,Targeted Populations Served**Disconnected youth/Out of school youth,Targeted Populations Served**Students with IEP or other learning challenges,Targeted Populations Served**High school equivalency (HSE),Targeted Populations Served**Justice involved youth,Targeted Populations Served**Immigrants/Refugees,Services Provided**College Readiness,Services Provided**College Matriculation,Services Provided**College Retention,Services Provided**Career Preparation,Services Provided2**College Readiness (Academic behaviors),Services Provided2**College Readiness (ACT/SAT/PSAT preparation),Services Provided2**College Readiness (College campus visits),Services Provided2**College Readiness (College exploration),Services Provided2**College Readiness (Tutoring/Academic support),Services Provided2**College Readiness (Any),Services Provided2**College Matriculation (College application help),Services Provided2**College Matriculation (Financial Aid),Services Provided2**College Matriculation (Placement test prep),Services Provided2**College Matriculation (Any),Services Provided2**College Retention (Academic/Degree planning),Services Provided2**College Retention (Connecting students to campus resources),Services Provided2**College Retention (Connecting students to off-campus resources),Services Provided2**College Retention (Course registration),Services Provided2**College Retention (Major selection),Services Provided2**College Retention (Mentoring),Services Provided2**College Retention (Support services related to college Retention),Services Provided2**College Retention (Tutoring),Services Provided2**College Retention (Non-academic skills),Services Provided2**College Retention (Financial support/incentives),Services Provided2**College Retention (Financial Aid reapplication),Services Provided2**College Retention (Any),Services Provided2**Career Preparation (Career counseling),Services Provided2**Career Preparation (Resume and interview skills),Services Provided2**Career Preparation (Any),Eligibility Criteria**K-12 enrollment,Eligibility Criteria**College enrollment,Eligibility Criteria**Grade level,Eligibility Criteria**Geographic residence,Eligibility Criteria**Member of a targeted population,Enrollment Type**Open Enrollment,Enrollment Type**Limited Enrollment,Enrollment Type**Closed Program,School Partnerships,CBO Latitude,CBO Longitude
0,1,1,130,41726684,718-732-7610,jdejesus@sobro.org,South Bronx Overall Economic Development Corporation (SoBRO),College and Career Access,,555 Bergen Avenue,3rd floor,Bronx,NY,10455,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,40.815926,-73.916643
0,1,1,4,44980607,718-643-8000 Ext.39,anthony@aafscny.org,Arab-American Family Support Center,Arab-American Family Support Center,"AAFSC's Youth Program helps children and youth achieve academic success and participate in the community. Young people are encouraged to strengthen connections to their cultural identities, while learning about and interacting with youth from other cultures.",150 Court Street ,3rd Floor,New York,NY,11201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,,40.688901,-73.993003
0,1,1,61,39669413,718-328-0580,dmcleod@graceoutreachbronx.org,Grace Outreach ,College Prep,"Grace Outreach (GO) operates out of an easily-accessible location in the middle of the Mott Haven section of the South Bronx, has healthy finances, and enjoys active, engaged Board leadership and stewardship.  Our students are primarily low-income women of color living in the Bronx. They first join us to acquire their high school equivalency diploma. In 2014-15 the organization served over 375 women across 3 inter-related programs, TASC/HSE (High School Equivalency) Prep, Career Prep, and College Prep. Since its inception, GO has enabled over 1,100 women to earn their High School Equivalency diploma, 100+ have enrolled in career and technical training programs,  and over 200 women have finished GO's College Prep course and matriculated at CUNY. Putting students on track to enroll in college has been a major focus of GO for 8 years.",378 East 151st St,5th Floor,Bronx,NY,10455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,40.817560,-73.917919
0,1,1,3,43700334,646-651-1593,maia.almendral@americaneedsyou.org,America Needs You,Fellows Program,,589 8th Ave. ,5th Floor,New York,NY,10018,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Baruch College, Borough of Manhattan Community College, Brooklyn College, Bronx Community College, The City College of New York, College of Staten Island, Guttman Community College, Hostos Community College, Hunter College,  John Jay College of Criminal Justice, Kingsborough Community College, LaGuardia Community College, Lehman College, Medgar Evers College, New York City College of Technology, Queens College, York College",40.755358,-73.991594
0,1,1,77,43628128,212-377-4740,SARA.ROWBOTTOM@RESCUE.ORG,International Rescue Committee,Education & Learning,"The program serves refugee, aslyee, and other immigrant youth affected by crisis, proving a comprehensive and coordinated set of services, including a 6 week summer school orientation and preparation academy, individualized academic coaching and parent empowerment, out of school time academic and social emotional support, college and career readiness activities and guidance, and leadership development.",263 WEST 38TH STREET,6TH FLOOR,New York,NY,10018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,40.754589,-73.990880
0,1,1,158,52659872,(917) 624-0831,ROverton@YearUp.org,Year Up,Year Up,"Year Up's mission is to close the Opportunity Divide by providing urban young adults with the skills, experience, and support that will empower them to reach their potential through professional careers and higher education.



We achieve this mission through a high support, high expectation model that combines marketable job skills, stipends, internships and college credits.",85 Broad St,6th Floor,New York,NY,10004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,Borough of Manhattan Community College,40.703992,-74.011092
0,1,1,88,52609239,718-960-8615,dora.padilla@lehman.cuny.edu,Lehman College (The Bronx Institute),"Bronx GEAR UP Network, NY GEAR UP, Project BOOST, Project Sandy","The Bronx GEAR UP Network serves 2,322 students in 8 Bronx public schools: MS 45, PS 194, IS 254, MS 280, MS/HS 242, MS/HS 368, MS 390, and MS/HS 505. The large majority of students in these schools come from low-income households, with rates of eligibility for free and reduced lunch ranging from 80%-95%. Four project objectives are (1) to increase middle school students' academic performance and preparation for a successful high school experience; (2) to increase high school students' academic performance and preparation for postsecondary enrollment and persistence; (3) to support GEAR UP students' persistence in postsecondary education programs; and (4) to increase student and family engagement in activities designed to promote awareness of and access to postsecondary education options.  ",250 Bedford Park Boulevard West,APEX 241,Bronx,NY,10468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,"Bronx School for Law, Government and Justice, In-Tech Academy, IS 254, Mott Hall V, MS 390, PS 194, PS/MS 280 Mosholu Parkway, Renaissance High School for Musical Theater Technology, Schuylerville Preparatory High School, Thomas C. Giordano Middle School 45",40.868789,-73.897769
0,1,1,71,43324679,646-370-0734,jbelliard@henrystreet.org,Henry Street Settlement,Expanded Horizons College Success Program ,"Expanded Horizons, Henry Street Settlement's premier college access program with a sustained college acceptance rate of 98%, is now changing the way it delivers services. Expanded Horizons Scholars will be expected to attend programming twice per week during the academic year, throughout their high school careers. Expanded Horizons College Success Program has four vital components: academic preparedness, college readiness, career exploration, and social enrichment. Scholars in grades 9-10 participate in interactive and individualized academic (English Language Arts and Math) focus sessions provided by A-List Services, while juniors attend SAT preparation courses with College Spring, and seniors receive our renowned capstone counseling. Scholars from every grade participate in Career Readiness workshops that develop problem-solving, research, analysis, leadership, presentation and critical thinking skills. Finally, students participate in social enrichment activities of their choice such as basketball, yoga, dance or volleyball.",301 Henry Street ,Apt 3B,New York ,NY,10002,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Urban Assembly Academy for Government and Law,40.714244,-73.982627
0,1,1,153,52558857,(718) 702-5692,blicata@unitedactivities.org,"United Activities Unlimited, Inc.","Out of School Time, Beacon, Summer Youth, Work Grow Learn, Ladders for Leaders",We serve students in Kindergarten through college in a mixture of education after school programs that lead to career exploration and college access for all.,1000 Richmond Terrace,Bldg 1P 3rd Fl,Staten Island,NY,10301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,"Concord High School, CSI High School for International Studies, Curtis High School, Gaynor McCown Expeditionary Learning School, Great Kills High School, The Hungerford School, IS2, IS24, IS34, IS7, IS75, IS51, IS61, IS72, IS49, Lavelle Preparatory Charter School, New Dorp High School, Port Richmond High School, Ralph McKee High School, Staten Island Technical High School, South Richmond High School, Susan Wagner High School, Tottenville High School",40.642631,-74.101917
0,1,1,81,45266513,212-974-2747,rhoda.tamakloe@kaplanedfoundation.org,Kaplan Educational Foundation,Kaplan Leadership Program,"KLP successfully transfers low-income Black, Latino and Native American students of exceptional academic merit from New York City's community colleges to top four-year universities throughout the country, while preparing them to succeed academically and assume leadership roles in their professions and communities. Our Kaplan Scholars receive a comprehensive array of financial and academic support, transfer admissions advising and leadership skills development that last through graduation. Students receive a laptop, living stipend, transportation stipend, Metrocard, textbook stipend and advising through completion of Bachelor's degree.",750 3rd Ave,Fl 7,New York,NY,10017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,"Borough of Manhattan Community College, Bronx Community College, College of Staten Island, Guttman Community College, Hostos Community College, Kingsborough Community College, LaGuardia Community College, Queensborough Community College, Associate Degree Programs within Medgar Evers and New York City College of Technology ",40.753942,-73.973098
0,1,1,7,41429249,415-762-9078,jkim@beyond12.org,Beyond 12,MyCoach,,901 Mission Street,Ste 205,San Francisco,CA,94103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
0,1,1,53,52974711,(347) 381-8107,jolandaporter@exaltyouth.org,Exalt Youth,Exalt Internship Program,"Exalt provides court-involved youth with a 6-week training, followed by an 8-week paid internship in one of the five boroughs.  In addition to the internship, the program provide criminal justice and educational support services.",175 Remsen Street,Suite 1000,Brooklyn,NY,11201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,40.693473,-73.991427
0,1,1,10,45384594,718-765-3317,ruth@bottomline.org,Bottom Line,Bottom Line Success Program,"Bottom Line provides one on one, face to face counseling to students for up to 6 years or until they earn their college degree. We meet with students one on one primarily on their college campus (though some meetings and events take place in our office in Brooklyn). We currently support students at 18 target colleges, primarily SUNYs and CUNYs. We support students in 4 areas: Academics, Employability, Financial Aid and Life Skills.",44 Court Street ,Suite 300,Brooklyn ,NY,11201,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,,40.692744,-73.991299
0,1,1,28,43792174,718-913-6716,msilberman@collegspring.org,CollegeSpring,CollegeSpring,"Our programs provide a combination of professional instruction, near-peer mentoring by current undergraduates, and diagnostic SAT testing to help students increase SAT scores and understand the college admissions process. We focus on the SAT because SAT scores play a significant role in where students attend college and whether or not they graduate.

",55 Exchange Place,Suite 503,New York,NY,10005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"Academy of Innovative Technology, Achievement First Brooklyn High School, Achievement First University Prep, Baruch, Barnard University, 
Bishop Kearny High School, Brooklyn College, Business of Sport High School, City College, Columbia University, Fordham University, Guttman Community College, Harlem Children's Zone Promise Academy I, Harlem Children's Zone Promise Academy II, Hostos Community College, Hunter College, KIPP High School, NYU, Nyack College, St. Francis College

",40.706318,-74.010841
0,1,1,151,43550729,802-735-5841,claired@uaspire.org,uAspire,uAspire,"We hyper focus on college affordability in all programming. We serve primarily low income, first generation students and families in-person at our direct service sites (MA and CA). We virtually advise thousands of students across the country through a text message platform. We train frontline practioners on issues of affordability in CBOs, CMOs, and large districts on a national scale.",31 Milk Street ,Suite 900,Boston,MA,02109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,42.356482,-71.058010
0,1,1,51,40428449,718-665-5250,ralmonte@eastsidehouse.org,East Side House Settlement,Youth & Adult Education Services,,337 Alexander Ave,,Bronx,NY,10454,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,"Borough of Manhattan Community College, Bronx Community College, Hostos Community College",40.812317,-73.923748
0,1,1,153,41002077,718-309-1589,mjohn@unitedactivities.org,"United Activities Unlimited, Inc.",Young Adult Literacy Program ,"This program serves young adults looking to obtain their High School Equivalency. The target population is 16-24 years of age. We offer mathematical, reading/literacy, Service Learning instruction as well as social support. ",221 Broadway,,Staten Island ,NY,10310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,,40.636543,-74.116882
0,1,1,98,41013492,718-652-0470,rspiegel@mmcc.org,Mosholu Montefiore Community Center (MMCC),MMCC College Bound,"We serve anyone who needs help with the college process, but predominately high school juniors and seniors.  We serve students from the Bronx and Manhattan.  We provide individual college counseling, workshops, SAT prep, college trips and track students through to degree attainment.",3450 Dekalb Avenue,,Bronx,NY,10467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,"Marie Curie School for Nursing, Medicine and the Health Professions",40.881933,-73.880494
0,1,1,93,41563422,646-299-0260,jessica.taube@maketheroadny.org,Make the Road New York,Student Success Center,"We support high school and college students through all aspects of the college process. This includes college exploration, application support, family engagement, early college awareness, and matriculation.",301 Grove Street,,Brooklyn,NY,11237,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"Bushwick Campus Community School (Bushwick School for Social Justice, Academy of Urban Planning, Academy for Environmental Leadership, Brooklyn School for Math and Research)",40.698465,-73.915859
0,1,1,152,41795914,212-828-6136,gagosto@unionsettlment.org,"Union Settlement Association, Inc.",College Readiness Program,"We serve low income, first generation, college bound students that reside in the East Harlem community and surrounding community.  We provide college access and preparatory services.",237 East 104th Street,,New York,NY,10029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,"A. Phillip Randolph High School, Manhattan Center for Math and Science, Talent Unlimited High School, Thurgood Marshall Academy",40.789955,-73.944327
0,1,1,143,42989962,347-982-6026,rubenr@childrensaidsociety.org,The Children's Aid Society,College Access,"We serve low-income families and their students to assist them with college access. We provide college counseling, financial literacy, essay writing, college application assistance, tax consultations, college exposure through trips and fair, and social/emotional counseling. ",4 west 125th street,,New York,NY,10027,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,"Bronx College and Careers Preparatory, Bronx Preparatory, City College of New York, Fannie Lou Hamer Freedom High School, Hostos Community College, Opportunity Charter School, Urban Assembly Institute of Math and Science for Young Women",40.806430,-73.942868
0,1,1,118,43617060,718-592-5757,rmedina@qchnyc.orh,Queens Community House,College Access and Success Program (CASP),The College Access and Success Program (CASP) provides college access and readiness with retention supports to young adults (17-24) who decide to transition to higher education. Our goal is to connect students to resources that will empower them as advocates of higher education while obtaining an associate's degree.,108-25 62nd Drive,,Forest Hills,NY,11375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,"LaGuardia Community College, Queensborough Community College, Voyages Preparatory, Voyages Preparatory South, Young Adult Borough Center @ John Adams High school, Young Adult Borough Center @ School For Arts and Business",40.736295,-73.850118
0,1,1,70,43877276,347-489-3060,Hmbutts@aol.com,HEALTH for Youths,HEALTH for Youths' College Readiness Program,We provide students with the tools they need to succeed in college and beyond. ,PO Box 3620440,,New York,NY,10129,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,,40.754531,-73.981138
0,1,1,139,44194671,718-802-3320,CalderonA@beoc.cuny.edu,SUNY Brooklyn Educational Opportunity Center (EOC),College Connections,"The program provides advising services to help individuals who want to go to college. Our seminars, workshops, independent projects, and one-on-one sessions inform and guide participants about the path to college.",111 Livingston Street,,Brooklyn,NY,11201,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,,40.691389,-73.989631
0,1,1,83,44290911,718-884-0700 Ext.198,maugusta@khcc-nyc.org,Kingsbridge Heights Community Center,College Directions Program,,3101 Kingsbridge Terrace,,Bronx,NY,10463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ELLIS Preparatory Academy, Lehman College",40.877579,-73.900715
